pitcher,player_name,p_throws,pitch_type,pitches,stuff_plus,whiff_pct,barrel_pct,xwoba_against,avg_velo,avg_ivb,avg_hb
656731,"Megill, Tylor",R,CU,52,100.0,15.4,0.0,0.044,80.4,-15.0,11.0
596133,"Weaver, Luke",R,FF,453,100.0,18.8,0.7,0.091,95.1,19.0,-6.8
656986,"Sousa, Bennett",L,FF,194,100.0,12.9,1.0,0.121,95.1,17.0,3.5
806960,"Morales, Luis",R,CH,66,100.0,18.2,0.0,0.116,90.0,10.4,-14.9
693313,"Seymour, Carson",R,FF,89,100.0,18.0,2.2,0.088,96.8,14.4,-8.2
669211,"Akin, Keegan",L,CH,132,100.0,22.7,0.0,0.082,86.6,9.0,16.9
672582,"Zerpa, Angel",L,SL,217,100.0,15.2,0.9,0.123,85.4,-6.5,-5.9
671096,"Abbott, Andrew",L,ST,239,100.0,29.3,1.3,0.09,82.7,3.5,-11.3
663568,"Kolek, Stephen",R,SI,286,100.0,9.4,0.0,0.11,93.6,4.4,-16.0
683004,"Leiter, Jack",R,SL,405,99.9,20.2,0.2,0.089,87.4,1.1,4.3
663947,"Holton, Tyler",L,CH,101,99.9,21.8,1.0,0.136,84.5,4.5,14.4
664991,"Wolfram, Grant",L,SL,86,99.9,23.3,0.0,0.071,86.7,1.5,-2.6
607067,"Rea, Colin",R,FC,121,99.9,10.7,0.0,0.086,88.0,7.5,1.9
607455,"Banda, Anthony",L,FF,179,99.9,15.6,2.8,0.121,95.6,14.6,10.3
656546,"Hoffman, Jeff",R,SI,69,99.9,11.6,0.0,0.087,96.5,13.9,-15.2
679358,"Orze, Eric",R,FS,255,99.9,23.5,0.0,0.087,83.9,0.0,-14.6
687888,"Walter, Brandon",L,FC,174,99.9,12.1,1.1,0.113,88.3,6.8,-1.8
641816,"Mahle, Tyler",R,FC,139,99.9,12.9,0.7,0.099,85.6,8.2,2.5
607536,"Freeland, Kyle",L,KC,403,99.9,29.3,0.2,0.09,82.6,-6.5,-1.8
686613,"Brown, Hunter",R,CH,181,99.9,22.1,0.0,0.108,88.1,7.8,-14.2
434378,"Verlander, Justin",R,FF,746,99.9,13.7,1.6,0.11,93.9,18.7,-8.9
608372,"Sugano, Tomoyuki",R,FS,349,99.9,24.4,0.9,0.139,87.3,5.4,-11.5
684007,"Imanaga, Shota",L,FS,483,99.9,28.6,0.6,0.115,83.0,6.6,12.8
691587,"Pérez, Eury",R,CU,108,99.9,13.0,0.9,0.131,80.1,-7.4,10.2
656849,"Peterson, David",L,CU,255,99.9,22.4,0.4,0.093,78.9,-8.1,-6.5
687863,"Hodge, Porter",R,SL,73,99.9,28.8,0.0,0.057,86.2,4.5,11.1
669060,"Wilson, Bryse",R,SI,135,99.9,5.2,0.7,0.133,91.9,7.5,-17.0
622663,"Severino, Luis",R,ST,427,99.9,16.4,0.2,0.094,84.4,2.5,16.0
669084,"Hall, DL",L,CH,75,99.9,21.3,0.0,0.084,84.6,8.4,15.7
592662,"Ray, Robbie",L,CH,237,99.9,31.2,0.0,0.086,84.8,11.5,11.4
605130,"Barlow, Scott",R,SI,127,99.9,11.0,0.8,0.113,92.2,8.9,-13.0
675848,"Mejia, Juan",R,ST,243,99.9,25.9,0.0,0.086,83.2,-1.8,14.0
663460,"Bubic, Kris",L,CH,244,99.8,34.0,0.0,0.075,85.5,0.2,11.2
686799,"Kochanowicz, Jack",R,SI,566,99.8,11.7,0.4,0.135,95.6,3.2,-14.3
800048,"Messick, Parker",L,FF,201,99.8,16.4,1.0,0.074,93.0,16.8,4.3
668390,"Winn, Cole",R,FF,111,99.8,15.3,0.9,0.084,96.1,16.4,-7.1
594798,"deGrom, Jacob",R,FF,926,99.8,17.2,1.1,0.091,97.5,16.5,-8.8
663969,"Phillips, Tyler",R,FF,75,99.8,6.7,0.0,0.147,94.9,10.2,-6.0
669371,"Henry, Cole",R,SI,62,99.8,6.5,1.6,0.14,94.5,7.5,-18.3
519141,"Pomeranz, Drew",L,KC,104,99.8,21.2,0.0,0.085,83.8,-10.5,-3.9
624133,"Suarez, Ranger",L,SI,492,99.8,4.3,0.6,0.112,90.1,5.0,15.7
693312,"Nicolas, Kyle",R,CU,73,99.8,34.2,0.0,0.049,83.9,-12.4,8.2
656848,"Petersen, Michael",R,FF,167,99.8,19.2,1.8,0.122,97.4,18.7,-7.6
519151,"Pressly, Ryan",R,FF,167,99.8,6.6,1.8,0.131,93.4,16.0,0.1
687473,"Gusto, Ryan",R,CH,86,99.8,18.6,1.2,0.118,87.1,8.4,-15.7
669194,"Nelson, Ryne",R,FF,1171,99.8,14.9,0.6,0.097,95.7,19.3,-3.1
663559,"Falter, Bailey",L,FF,623,99.8,11.6,0.5,0.113,92.1,18.6,3.8
664299,"Javier, Cristian",R,CH,93,99.8,30.1,1.1,0.096,84.1,6.7,-12.7
518489,"Brasier, Ryan",R,SL,79,99.8,27.8,0.0,0.114,85.3,2.4,5.4
605400,"Nola, Aaron",R,FF,319,99.8,8.5,1.3,0.085,91.9,14.7,-12.6
682847,"Ortiz, Luis",R,SI,214,99.8,7.5,0.0,0.102,95.5,2.9,-16.6
680885,"Schwellenbach, Spencer",R,CU,103,99.7,22.3,0.0,0.097,81.2,-6.9,7.8
656186,"Altavilla, Dan",R,CH,67,99.7,29.9,1.5,0.105,91.8,1.0,-15.9
701542,"Warren, Will",R,SI,423,99.7,8.3,0.2,0.108,93.3,4.3,-16.2
669674,"Long, Sam",L,FF,165,99.7,9.1,0.0,0.088,93.2,16.1,7.1
656794,"Newcomb, Sean",L,CH,72,99.7,13.9,1.4,0.165,85.3,4.1,12.4
641745,"Keller, Brad",R,SL,119,99.7,17.6,0.0,0.102,87.2,-3.3,5.7
668909,"Williams, Gavin",R,FF,729,99.7,18.0,1.2,0.1,96.5,15.1,-11.1
621381,"Strahm, Matt",L,FC,99,99.7,16.2,0.0,0.061,87.7,10.2,2.4
455119,"Martin, Chris",R,FS,66,99.7,22.7,0.0,0.095,88.2,2.1,-10.1
669371,"Henry, Cole",R,ST,188,99.7,19.7,0.5,0.077,80.6,0.5,14.5
641329,"Baker, Bryan",R,SL,179,99.7,15.6,1.7,0.128,88.7,4.9,7.0
641401,"Brogdon, Connor",R,FF,243,99.7,18.9,0.8,0.088,95.3,15.7,-10.9
679883,"Avila, Luinder",R,CU,54,99.7,25.9,1.9,0.106,82.5,-6.7,12.3
669194,"Nelson, Ryne",R,FC,160,99.7,15.6,1.2,0.1,90.9,7.1,2.2
681870,"Sabrowski, Erik",L,CU,54,99.7,25.9,1.9,0.133,80.7,-13.7,-6.8
669022,"Gore, MacKenzie",L,FC,72,99.7,33.3,0.0,0.113,90.3,7.8,-0.5
471911,"Carrasco, Carlos",R,FF,91,99.7,6.6,2.2,0.167,91.4,12.1,-5.5
681343,"Smith, Shane",R,FF,765,99.7,18.3,0.5,0.072,95.7,14.4,-7.4
623211,"Brazobán, Huascar",R,CH,258,99.7,24.8,1.6,0.112,90.6,2.1,-16.6
621107,"Eflin, Zach",R,CU,100,99.7,28.0,2.0,0.141,78.0,-7.0,12.6
677958,"Rocker, Kumar",R,FF,154,99.7,14.3,1.3,0.107,95.8,11.5,-10.9
691799,"Taylor, Grant",R,FC,72,99.7,15.3,1.4,0.114,95.1,6.5,3.1
663158,"Suarez, Robert",R,FF,491,99.7,19.3,0.2,0.084,98.7,18.0,-6.7
671096,"Abbott, Andrew",L,CH,359,99.7,23.4,1.1,0.134,84.9,10.1,15.1
695445,"Lee, Chase",R,SI,164,99.7,9.1,0.6,0.116,88.9,-0.8,-9.2
666157,"Lodolo, Nick",L,CH,342,99.7,23.7,1.2,0.116,87.8,2.0,17.0
579328,"Kikuchi, Yusei",L,FF,696,99.7,16.4,0.4,0.104,94.9,15.5,9.2
605452,"Ross, Joe",R,SI,160,99.7,9.4,1.2,0.108,94.6,9.8,-13.2
694918,"Tidwell, Blade",R,ST,63,99.7,22.2,0.0,0.143,83.0,6.1,13.3
663941,"Beck, Tristan",R,ST,157,99.7,26.1,1.9,0.098,83.1,-1.5,18.5
571945,"Mikolas, Miles",R,SI,327,99.7,7.3,1.5,0.133,92.4,9.3,-15.3
669724,"Hanifee, Brenan",R,SL,96,99.7,24.0,1.0,0.118,87.4,1.3,2.6
573204,"Thielbar, Caleb",L,ST,82,99.7,17.1,0.0,0.071,80.9,-0.3,-14.0
694477,"Patrick, Chad",R,SL,54,99.7,24.1,0.0,0.081,84.1,6.6,8.6
691587,"Pérez, Eury",R,FF,704,99.7,17.8,0.4,0.082,98.0,17.7,-10.1
671131,"Rutledge, Jackson",R,FS,69,99.7,29.0,0.0,0.094,85.1,2.3,-13.7
669387,"Mlodzinski, Carmen",R,SI,158,99.6,5.7,0.0,0.111,95.7,6.5,-16.5
664294,"Moreta, Dauri",R,SL,114,99.6,29.8,1.8,0.113,83.6,1.3,-2.6
678394,"Bello, Brayan",R,FC,326,99.6,19.0,0.9,0.103,88.1,2.5,0.8
676092,"Snider, Collin",R,ST,77,99.6,16.9,2.6,0.129,82.4,1.9,14.1
621381,"Strahm, Matt",L,SI,112,99.6,10.7,0.9,0.13,92.4,11.5,17.0
801403,"Dollander, Chase",R,SL,140,99.6,16.4,1.4,0.142,89.4,3.1,4.4
670329,"Garcia, Rico",R,FF,185,99.6,22.2,1.6,0.09,95.5,19.6,-9.3
676263,"Dreyer, Jack",L,FF,364,99.6,15.9,0.3,0.082,92.7,19.7,6.8
660761,"Suarez, José",L,FF,86,99.6,18.6,0.0,0.105,93.4,17.7,8.2
660761,"Suarez, José",L,CH,59,99.6,32.2,0.0,0.143,83.5,3.4,14.5
607259,"Martinez, Nick",R,CH,347,99.6,23.9,0.6,0.084,78.5,5.0,-11.3
669211,"Akin, Keegan",L,SL,192,99.6,19.3,2.1,0.101,85.6,2.9,-3.5
687888,"Walter, Brandon",L,ST,116,99.6,17.2,0.9,0.099,79.6,-2.4,-17.0
685326,"Brown, McCade",R,FF,183,99.6,13.1,0.5,0.104,94.4,12.9,-11.3
641482,"Cortes, Nestor",L,FC,120,99.6,15.0,0.8,0.108,86.6,11.5,-4.7
542888,"Armstrong, Shawn",R,SI,190,99.6,6.3,0.0,0.094,94.1,10.7,-15.6
669160,"May, Dustin",R,ST,538,99.6,18.8,0.7,0.09,85.3,-2.4,16.9
657097,"Webb, Jacob",R,FF,293,99.6,17.4,0.0,0.069,93.4,17.2,-8.6
680689,"Richardson, Lyon",R,SI,130,99.6,8.5,0.0,0.092,95.0,8.1,-16.7
683004,"Leiter, Jack",R,CU,129,99.6,21.7,0.8,0.073,82.0,-9.8,6.1
608371,"Sims, Lucas",R,FF,86,99.6,14.0,0.0,0.087,94.7,18.0,-6.6
657277,"Webb, Logan",R,CH,541,99.6,27.9,0.2,0.103,86.5,-5.7,-8.4
543056,"Coulombe, Danny",L,SI,92,99.6,6.5,0.0,0.098,90.1,13.1,11.0
676508,"Casparius, Ben",R,ST,257,99.6,21.4,0.4,0.115,85.2,-0.8,14.0
702674,"Dana, Caden",R,CH,56,99.6,46.4,1.8,0.077,87.1,6.2,-13.8
669724,"Hanifee, Brenan",R,SI,392,99.6,7.1,0.5,0.119,95.2,4.1,-16.0
678024,"Vasil, Mike",R,CU,110,99.5,19.1,0.0,0.072,81.9,-14.1,10.0
670280,"Bednar, David",R,FS,172,99.5,30.2,0.0,0.079,91.9,4.9,-7.8
663687,"Harris, Hogan",L,FF,473,99.5,15.4,0.4,0.088,93.6,17.5,8.7
592836,"Walker, Taijuan",R,SL,151,99.5,19.2,1.3,0.141,83.4,5.2,6.8
690997,"McLean, Nolan",R,ST,140,99.5,12.9,1.4,0.113,85.4,-0.1,17.7
645261,"Alcantara, Sandy",R,SL,323,99.5,16.1,0.6,0.113,85.3,-1.4,3.0
669330,"Wells, Tyler",R,SL,56,99.5,19.6,1.8,0.103,86.8,5.5,4.2
605135,"Bassitt, Chris",R,SI,842,99.5,9.5,0.7,0.11,91.5,4.5,-16.2
663978,"Paddack, Chris",R,FC,216,99.5,18.5,0.0,0.117,87.3,8.5,1.5
680755,"Fisher, Braydon",R,CU,203,99.5,14.8,1.0,0.08,82.7,-14.6,4.8
669160,"May, Dustin",R,FC,155,99.5,11.6,0.0,0.088,91.5,7.2,-0.4
663568,"Kolek, Stephen",R,FF,261,99.5,10.3,1.1,0.113,94.0,12.9,-8.3
641312,"Anderson, Shaun",R,FF,62,99.5,17.7,3.2,0.102,92.6,15.3,-1.9
678394,"Bello, Brayan",R,FF,252,99.5,11.1,0.8,0.082,95.0,13.7,-7.8
543135,"Eovaldi, Nathan",R,FF,290,99.5,9.3,1.0,0.102,94.1,12.9,-13.3
607067,"Rea, Colin",R,SL,158,99.5,32.3,0.6,0.101,85.3,-1.5,3.9
687473,"Gusto, Ryan",R,SI,132,99.5,10.6,0.0,0.11,93.5,8.0,-16.2
547184,"Kelly, Michael",R,FF,112,99.5,14.3,0.9,0.07,95.9,14.7,-5.4
543243,"Gray, Sonny",R,FC,241,99.5,15.8,0.0,0.1,87.9,2.3,5.0
656849,"Peterson, David",L,CH,248,99.5,21.0,0.0,0.109,84.6,4.5,14.5
669854,"Blanco, Ronel",R,CH,56,99.5,30.4,0.0,0.091,84.5,6.6,-13.4
623167,"Flexen, Chris",R,CU,81,99.5,21.0,1.2,0.123,72.7,-15.0,9.3
685126,"Eisert, Brandon",L,CH,207,99.5,35.3,0.5,0.101,83.5,1.9,12.7
669711,"Weissert, Greg",R,SI,207,99.5,7.7,0.5,0.092,93.8,3.2,-17.0
650633,"King, Michael",R,CH,187,99.5,25.7,1.1,0.109,86.6,4.5,-18.9
608032,"Estévez, Carlos",R,FF,357,99.4,14.8,1.7,0.099,95.8,17.3,-7.4
672391,"Ort, Kaleb",R,FC,74,99.4,16.2,2.7,0.107,90.4,10.3,2.6
656849,"Peterson, David",L,SI,571,99.4,6.0,0.0,0.109,91.3,7.8,14.4
669211,"Akin, Keegan",L,FF,343,99.4,19.5,0.6,0.104,93.7,17.2,11.9
685801,"Bigge, Hunter",R,FF,78,99.4,12.8,1.3,0.164,97.3,18.5,-4.0
690953,"Abel, Mick",R,FF,253,99.4,21.7,1.6,0.104,96.0,16.5,-8.4
701552,"Granillo, Andre",R,SL,170,99.4,25.9,0.0,0.09,83.5,3.5,2.4
657277,"Webb, Logan",R,ST,573,99.4,17.6,1.0,0.094,84.5,-0.1,14.7
672782,"Gómez, Yoendrys",R,FC,56,99.4,17.9,0.0,0.105,90.1,10.2,1.7
681217,"Silseth, Chase",R,FF,71,99.4,33.8,0.0,0.061,95.6,15.9,-8.0
592351,"Gray, Jon",R,FF,65,99.4,9.2,3.1,0.153,94.8,12.5,-10.2
664299,"Javier, Cristian",R,FF,186,99.4,15.6,0.0,0.086,92.8,18.0,-5.1
641154,"López, Pablo",R,ST,153,99.4,22.2,0.7,0.077,84.7,0.1,12.5
453286,"Scherzer, Max",R,SL,236,99.4,27.5,2.1,0.115,86.4,3.9,3.8
806185,"Birdsong, Hayden",R,FF,308,99.4,15.6,1.3,0.091,95.5,18.1,-6.0
808967,"Yamamoto, Yoshinobu",R,FF,661,99.4,12.0,0.0,0.064,95.4,16.0,-7.0
676961,"Boushley, Caleb",R,SL,54,99.4,14.8,1.9,0.135,83.5,0.9,4.5
681347,"Burrows, Mike",R,CU,126,99.4,17.5,0.0,0.076,78.9,-15.3,8.9
607067,"Rea, Colin",R,ST,157,99.4,19.7,0.0,0.093,82.8,2.2,13.9
678226,"Hernández, Daysbel",R,FF,173,99.3,17.3,0.6,0.06,97.7,16.1,-8.9
687931,"Whisenhunt, Carson",L,FF,124,99.3,7.3,1.6,0.132,92.6,16.4,10.5
677960,"Weathers, Ryan",L,CH,138,99.3,32.6,2.2,0.11,86.7,2.5,12.8
669461,"Liberatore, Matthew",L,SL,383,99.3,27.2,0.8,0.124,86.4,1.0,-4.1
673380,"Núñez, Dedniel",R,SL,61,99.3,24.6,1.6,0.112,88.9,1.8,0.4
683004,"Leiter, Jack",R,CH,243,99.3,27.2,1.2,0.12,90.7,3.1,-14.5
676661,"Lazar, Max",R,FF,241,99.3,11.2,0.4,0.139,94.6,16.4,-1.2
676508,"Casparius, Ben",R,FF,234,99.3,26.5,1.3,0.118,96.2,18.0,-2.8
676571,"Poulin, PJ",L,CH,67,99.3,23.9,0.0,0.109,80.4,-2.1,13.2
434378,"Verlander, Justin",R,CH,127,99.3,22.0,0.0,0.089,84.8,9.7,-13.0
605288,"Houser, Adrian",R,CU,142,99.3,18.3,0.0,0.076,81.8,-11.9,7.3
663568,"Kolek, Stephen",R,CH,104,99.3,20.2,1.0,0.071,87.4,-0.4,-13.1
641927,"Ober, Bailey",R,CH,489,99.3,24.3,0.2,0.096,83.2,5.9,-18.2
666277,"Soriano, George",R,CH,125,99.3,16.8,0.0,0.122,88.8,-0.8,-10.9
605280,"Holmes, Clay",R,ST,309,99.3,17.2,0.3,0.077,82.0,-6.0,16.8
668984,"Legumina, Casey",R,ST,88,99.3,20.5,1.1,0.124,80.9,6.6,9.8
543056,"Coulombe, Danny",L,ST,86,99.3,22.1,0.0,0.06,81.0,-4.2,-11.9
605452,"Ross, Joe",R,SL,121,99.3,24.8,0.8,0.156,87.2,3.1,2.9
571510,"Boyd, Matthew",L,CH,461,99.3,26.7,0.9,0.098,78.7,5.6,15.8
608337,"Giolito, Lucas",R,CH,354,99.3,22.3,1.7,0.099,81.7,12.3,-13.3
683627,"Molina, Anthony",R,CU,51,99.2,39.2,0.0,0.122,83.4,-2.5,2.9
656731,"Megill, Tylor",R,FF,332,99.2,20.5,0.9,0.082,95.4,16.9,-6.5
686218,"Sheehan, Emmet",R,CH,130,99.2,25.4,0.0,0.096,86.1,0.6,-12.9
593958,"Rodriguez, Eduardo",L,SI,136,99.2,11.0,0.7,0.139,91.4,12.4,11.9
656427,"Flaherty, Jack",R,FF,906,99.2,10.9,1.0,0.098,92.9,15.9,-5.8
621051,"Wilson, Steven",R,FF,204,99.2,15.2,0.0,0.066,93.9,19.0,-6.3
677955,"Hill, Jaden",R,CH,82,99.2,23.2,0.0,0.09,84.7,1.6,-13.5
689147,"Kerkering, Orion",R,ST,330,99.2,15.8,0.6,0.094,86.7,1.7,13.7
668390,"Winn, Cole",R,FC,90,99.2,15.6,2.2,0.11,91.0,7.2,2.8
643377,"Jax, Griffin",R,FF,136,99.2,13.2,0.7,0.143,96.9,16.3,-5.8
667755,"Soriano, José",R,FF,172,99.2,18.6,0.6,0.083,97.9,13.2,-8.6
605130,"Barlow, Scott",R,SL,137,99.2,25.5,0.0,0.12,84.2,1.3,7.5
641927,"Ober, Bailey",R,CU,56,99.2,12.5,1.8,0.101,74.8,-7.9,8.1
608717,"Stratton, Chris",R,FF,91,99.2,19.8,0.0,0.085,91.5,15.8,-4.9
663767,"Shugart, Chase",R,ST,118,99.2,25.4,0.0,0.093,80.7,0.3,17.1
695549,"Jobe, Jackson",R,SL,160,99.2,17.5,1.2,0.104,89.0,1.4,5.8
820862,"Fermin, José",R,FF,198,99.2,18.2,2.0,0.094,96.8,17.4,-8.8
506433,"Darvish, Yu",R,ST,73,99.2,26.0,0.0,0.163,82.9,2.8,13.7
453286,"Scherzer, Max",R,FF,490,99.2,13.7,1.6,0.098,93.6,16.2,-8.7
701542,"Warren, Will",R,ST,381,99.2,20.5,0.8,0.112,82.9,0.3,19.5
471911,"Carrasco, Carlos",R,CH,91,99.2,30.8,1.1,0.114,84.7,1.4,-7.5
681916,"Smith, Dylan",R,FF,59,99.2,15.3,0.0,0.083,94.5,16.6,-3.0
806185,"Birdsong, Hayden",R,CU,85,99.2,21.2,1.2,0.088,80.2,-12.9,4.1
678020,"Halvorsen, Seth",R,FS,110,99.1,25.5,0.9,0.144,90.7,2.8,-12.1
669084,"Hall, DL",L,FC,67,99.1,6.0,0.0,0.1,92.1,10.2,-0.1
663765,"Woodford, Jake",R,SI,164,99.1,6.1,0.6,0.13,93.2,5.8,-15.5
672456,"Montero, Keider",R,SL,232,99.1,26.3,0.9,0.107,84.2,2.0,10.4
805673,"Matthews, Zebby",R,FF,387,99.1,16.8,1.0,0.111,96.3,16.7,-9.1
641656,"Hamilton, Ian",R,SI,206,99.1,8.7,0.5,0.097,94.8,8.6,-16.9
664747,"Díaz, Alexis",R,SL,97,99.1,24.7,1.0,0.129,87.5,5.3,2.8
434378,"Verlander, Justin",R,SL,403,99.1,27.0,1.0,0.099,87.1,5.4,4.0
702070,"Cameron, Noah",L,SL,221,99.1,23.1,0.9,0.099,84.3,-1.0,-3.0
621107,"Eflin, Zach",R,FF,80,99.1,15.0,0.0,0.134,91.9,11.3,-9.9
674370,"Bido, Osvaldo",R,SL,289,99.1,26.0,0.7,0.105,85.3,3.3,7.0
701656,"Henderson, Logan",R,FF,153,99.1,22.9,0.0,0.097,93.0,17.2,-11.0
701519,"Adams, Travis",R,FF,132,99.1,19.7,1.5,0.089,94.8,15.2,-5.3
700241,"McGreevy, Michael",R,CU,91,99.1,14.3,0.0,0.137,79.3,-12.0,12.0
683175,"Phillips, Connor",R,FF,155,99.1,12.9,1.3,0.113,98.3,16.7,-8.9
701581,"Festa, David",R,SL,151,99.1,24.5,3.3,0.117,87.4,2.9,1.7
695549,"Jobe, Jackson",R,FF,147,99.1,9.5,0.7,0.109,96.4,17.8,-7.6
680732,"Burke, Sean",R,SL,343,99.1,21.0,1.5,0.144,86.8,5.1,5.4
671106,"Allen, Logan",L,FC,179,99.1,14.0,1.1,0.113,85.7,6.4,-4.3
683769,"Gaddis, Hunter",R,FF,256,99.1,19.1,0.4,0.106,94.7,16.9,-7.4
693821,"Elder, Bryce",R,FF,204,99.1,14.2,0.5,0.102,92.9,15.3,-3.7
702056,"Yesavage, Trey",R,FF,67,99.1,13.4,0.0,0.063,94.8,19.6,-4.1
592155,"Booser, Cam",L,FC,58,99.1,15.5,0.0,0.104,87.3,0.9,-3.2
681168,"Curvelo, Luis",R,SL,94,99.1,20.2,1.1,0.118,84.5,2.7,3.0
621107,"Eflin, Zach",R,SI,137,99.0,10.2,0.0,0.134,91.7,2.3,-16.0
681869,"Dubin, Shawn",R,ST,60,99.0,23.3,1.7,0.145,83.1,-0.2,16.3
641816,"Mahle, Tyler",R,FS,299,99.0,21.7,0.7,0.118,84.2,6.7,-13.8
686751,"Johnson, Seth",R,FF,79,99.0,15.2,0.0,0.081,97.3,17.2,-7.9
608650,"Enns, Dietrich",L,CH,147,99.0,21.1,0.0,0.105,84.6,4.3,11.8
686642,"Ellard, Fraser",L,FF,99,99.0,20.2,0.0,0.05,94.9,14.5,11.3
592866,"Williams, Trevor",R,ST,238,99.0,20.6,0.0,0.086,76.8,7.6,10.3
605288,"Houser, Adrian",R,SL,203,99.0,16.7,1.5,0.112,88.0,4.4,2.5
666215,"Whitley, Forrest",R,FF,57,99.0,15.8,0.0,0.088,96.3,16.6,-10.2
450203,"Morton, Charlie",R,FF,386,99.0,15.0,1.0,0.087,94.3,12.4,-12.1
506433,"Darvish, Yu",R,FS,65,99.0,27.7,1.5,0.105,86.5,1.5,-5.5
701656,"Henderson, Logan",R,CH,109,99.0,23.9,0.0,0.073,81.9,5.5,-19.0
543243,"Gray, Sonny",R,CH,130,99.0,18.5,0.8,0.127,86.2,6.7,-13.7
675512,"Melton, Troy",R,SL,105,99.0,22.9,0.0,0.084,85.4,-1.2,7.2
700249,"Povich, Cade",L,CH,158,99.0,29.7,1.3,0.138,83.8,3.8,11.4
676106,"Hancock, Emerson",R,CH,150,99.0,23.3,2.0,0.153,86.6,1.8,-16.0
676508,"Casparius, Ben",R,CU,110,99.0,21.8,0.0,0.085,80.9,-14.4,10.1
543859,"Tonkin, Michael",R,SL,58,99.0,17.2,0.0,0.09,83.9,0.3,0.7
676571,"Poulin, PJ",L,ST,83,99.0,27.7,0.0,0.095,78.6,6.3,-8.6
656641,"Latz, Jacob",L,SL,202,99.0,22.8,0.0,0.077,84.5,1.1,-5.2
676961,"Boushley, Caleb",R,FC,79,99.0,16.5,1.3,0.085,89.7,11.3,1.3
592866,"Williams, Trevor",R,FF,467,99.0,11.1,0.2,0.118,87.8,10.1,-2.2
669461,"Liberatore, Matthew",L,FC,148,99.0,11.5,0.0,0.139,90.2,10.8,-2.0
668390,"Winn, Cole",R,SI,78,99.0,5.1,0.0,0.088,95.3,8.5,-15.7
621383,"Banks, Tanner",L,ST,160,99.0,21.2,0.6,0.092,81.9,3.2,-12.5
671096,"Abbott, Andrew",L,FC,81,98.9,19.8,0.0,0.093,88.8,8.4,-0.6
663947,"Holton, Tyler",L,FC,259,98.9,12.4,1.2,0.105,88.6,8.2,-3.9
681151,"Murray, Jayden",R,FF,64,98.9,23.4,0.0,0.074,96.2,14.1,-10.8
678821,"Peralta, Luis",L,FF,183,98.9,11.5,1.1,0.142,94.6,13.3,12.1
663878,"Pearson, Nate",R,FF,69,98.9,14.5,0.0,0.12,97.2,15.8,-7.0
664076,"Cleavinger, Garrett",L,SL,227,98.9,26.4,0.4,0.079,87.3,-0.1,-6.0
670912,"Oviedo, Johan",R,SL,146,98.9,19.2,0.0,0.072,86.8,1.7,6.5
669276,"Lee, Dylan",L,CH,94,98.9,24.5,1.1,0.11,86.6,13.0,11.4
681293,"Arrighetti, Spencer",R,CU,81,98.9,23.5,2.5,0.08,77.3,-7.2,16.0
592094,"Adam, Jason",R,CH,211,98.9,28.9,1.4,0.078,88.2,3.4,-15.9
596001,"Junis, Jakob",R,FF,59,98.9,10.2,1.7,0.116,91.0,13.2,-4.5
621381,"Strahm, Matt",L,FF,260,98.9,17.7,0.8,0.076,92.1,16.7,13.7
669467,"Pallante, Andre",R,KC,181,98.9,28.2,0.0,0.082,77.9,-16.0,4.0
669461,"Liberatore, Matthew",L,CH,203,98.9,14.8,1.5,0.133,88.3,9.9,15.1
667755,"Soriano, José",R,SI,895,98.9,12.4,0.7,0.121,97.2,3.1,-13.3
592351,"Gray, Jon",R,SL,57,98.9,19.3,0.0,0.163,87.2,2.8,3.6
605280,"Holmes, Clay",R,SL,191,98.9,23.0,2.6,0.13,85.2,-4.4,1.9
687396,"Headrick, Brent",L,FF,192,98.9,19.3,0.5,0.084,94.0,18.8,8.2
686993,"Sterner, Justin",R,FF,384,98.9,18.5,0.5,0.087,93.5,17.2,-9.9
543859,"Tonkin, Michael",R,FF,155,98.9,14.8,1.3,0.119,92.4,11.4,-13.1
690990,"Horton, Cade",R,CU,109,98.9,18.3,0.9,0.087,83.9,-6.7,3.3
663947,"Holton, Tyler",L,FF,89,98.8,16.9,2.2,0.135,92.1,16.4,6.0
694477,"Patrick, Chad",R,FF,302,98.8,19.5,0.7,0.072,94.3,16.5,-7.4
592094,"Adam, Jason",R,SL,267,98.8,28.1,0.0,0.075,84.0,-1.9,1.4
657376,"Schmidt, Clarke",R,KC,123,98.8,22.0,0.0,0.079,84.9,-13.6,9.4
660896,"Alcala, Jorge",R,CU,145,98.8,15.2,0.0,0.105,85.2,-4.8,4.1
701487,"Ohl, Pierson",R,CH,145,98.8,28.3,0.7,0.115,81.1,5.1,-13.2
702070,"Cameron, Noah",L,CU,278,98.8,20.1,0.0,0.079,80.9,-10.6,-3.7
671737,"Bradley, Taj",R,FF,679,98.8,13.0,0.6,0.099,96.2,18.6,-6.0
677944,"Cecconi, Slade",R,FC,64,98.8,12.5,3.1,0.114,88.2,6.1,2.0
607192,"Glasnow, Tyler",R,SI,207,98.8,9.7,1.0,0.084,96.0,13.8,-11.0
678024,"Vasil, Mike",R,CH,118,98.8,16.1,0.8,0.127,86.6,0.3,-12.4
641941,"Pagán, Emilio",R,FF,463,98.8,19.0,1.1,0.079,95.7,18.6,-7.1
605488,"Springs, Jeffrey",L,ST,120,98.8,16.7,0.0,0.051,76.1,-0.2,-14.9
